Nombre,GK,CWP,CBT,SB,DM,WB,CM,SM,AM,WG,SS,CF,X1,Height,Foot,Side,WFA,WFF,Attack,Defense,Balance,Stamina,Speed,Acceleration,Response,Agility,Dribble_Accuracy,Dribble_Speed,Short_Pass_Accuracy,Short_Pass_Speed,Long_Pass_Accuracy,Long_Pass_Speed,Shot_Accuracy,Shot_Power,Shot_Technique,Free_Kick_Accuracy,Swerve,Heading,Jump,Technique,Agression,Mentality,GK_Skills,Teamwork,Consistency,Condition,Dribbling,Tactical_Dribble,Positioning,Reaction,Playmarking,Passing,Scoring,1_1_Scoring,Post_Player,Lines,Middle_Shooting,Side,Centre,Penalties,1_Touch_Pass,Outside,Marking,Sliding,Covering,D_Line_Control,Penalty_Stopper,1_On_1_Stopper,Long_Throw,Injury_Tolerancy,X3,X4,X5,X6,Age,Weight,Pais,N_Pais,X7,Club,N_Club
P. Alvarez,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,4,4,30,77,79,62,64,67,82,74,50,55,58,60,60,65,45,80,45,45,50,49,79,50,62,73,77,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,78,Peru,21,0,,0
Nikola Vlaai,0,0,0,0,0,0,0,1,1,1,1,0,9,178,R,B,5,4,76,45,79,83,82,83,73,81,82,84,78,73,76,74,76,80,77,68,71,66,70,80,84,74,50,70,8,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,76,Croatia,13,0,,0
Kevin Stöger,0,0,0,0,0,0,1,1,1,0,0,0,9,175,L,B,4,4,72,48,74,80,77,79,70,83,84,79,77,76,80,75,69,79,72,71,77,67,71,83,77,67,50,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,70,Austria,0,0,Fortuna Düsseldorf,22
Albin Granlund,0,0,0,1,0,0,0,0,0,0,0,0,4,178,R,B,4,4,66,66,76,80,78,76,74,78,80,82,74,74,77,77,71,77,71,69,76,63,74,82,79,68,50,72,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,27,73,Finland,3,0,,0
M. Sepúlveda,0,0,0,0,0,0,1,1,1,0,0,0,9,185,R,B,5,4,73,48,75,81,71,77,77,78,77,79,76,72,70,70,69,80,69,76,69,63,72,71,67,68,40,75,8,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,76,Chile,0,0,O'Higgins,20
Iñigo Martínez,0,0,1,0,0,0,0,0,0,0,0,0,3,181,L,B,4,3,62,84,82,82,78,75,84,74,74,72,77,80,83,84,64,85,66,72,71,83,91,75,72,80,50,66,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,B,1,1,1,1,28,77,Spain,4,0,Athletic Club Bilbao,4
E. Oelschlägel,1,0,0,0,0,0,0,0,0,0,0,0,0,193,R,B,4,4,30,80,77,66,70,69,79,66,55,53,55,65,63,65,44,81,44,44,48,55,79,53,66,72,77,65,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,87,Germany,0,0,Borussia Dortmund,40
Nahuel Donadell,0,0,0,0,0,0,0,1,1,1,0,0,9,158,L,L,4,3,67,38,69,70,77,78,71,81,76,79,74,71,75,73,68,77,70,73,75,67,72,73,72,62,40,77,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,1,1,1,28,61,Argentina,0,0,San Marcos de Arica,22
Lago Junior,0,0,0,0,0,0,0,1,0,1,1,1,10,180,R,B,5,4,72,46,80,80,86,84,74,79,80,84,69,72,71,74,71,80,73,63,70,65,83,78,81,69,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,79,Cote d'Ivoire,0,0,RCD Mallorca,11
Denil Maldonado,0,0,1,0,0,0,0,0,0,0,0,0,3,178,R,R,5,5,66,78,80,77,73,69,79,70,73,68,75,76,73,75,61,74,68,70,66,82,77,73,62,76,50,66,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,78,Honduras,0,0,,0
Joel Ward,0,0,0,1,0,0,0,0,0,0,0,0,4,188,R,B,7,7,64,69,81,83,80,75,75,72,74,76,72,72,73,75,63,81,63,65,68,77,79,77,78,76,50,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,82,England,0,0,Crystal Palace FC,2
W. Ben Yedder,0,0,0,0,0,0,0,0,0,0,1,1,12,170,R,B,8,7,91,38,83,78,73,81,79,79,86,71,81,70,75,72,87,77,82,70,77,80,75,90,82,75,50,82,8,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,68,France,20,0,AS Monaco FC,9
C. Palacios,0,0,0,0,0,0,0,0,0,0,1,1,12,173,R,B,5,4,75,40,74,72,78,80,76,75,78,77,77,71,70,74,72,79,70,62,61,73,77,74,82,65,40,78,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,68,Uruguay,0,0,Unión Española,15
C. Früchtl,1,0,0,0,0,0,0,0,0,0,0,0,0,193,L,B,3,4,30,70,78,59,64,67,84,74,51,56,56,59,57,63,41,73,44,42,58,53,76,55,64,60,73,64,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,1,1,1,19,84,Germany,0,0,FC Bayern München,36
Emil Audero,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,B,4,4,30,80,82,68,70,69,88,70,56,55,63,60,63,70,50,79,50,55,65,55,81,58,65,69,81,68,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,80,Italy,0,0,UC Sampdoria,1
Luís Neto,0,0,1,0,0,0,0,0,0,0,0,0,3,186,R,B,5,5,61,82,81,79,78,75,83,75,79,73,79,79,80,76,63,79,67,68,65,81,80,78,60,73,50,75,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,1,1,1,29,71,Portugal,0,0,Sporting Clube de Portugal,14
Liam Millar,0,0,0,0,0,0,0,0,0,1,1,1,12,176,R,R,5,4,78,38,84,82,77,77,78,76,76,75,70,71,68,70,77,82,77,65,71,82,81,77,82,75,50,77,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,68,Canada,0,0,,0
Diego Vallejos,0,0,0,0,0,0,0,1,0,1,1,1,11,173,L,B,5,4,72,46,76,74,76,76,76,78,78,78,72,69,72,74,65,78,69,61,74,66,77,71,65,68,40,79,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,74,Chile,0,0,Coquimbo Unido,11
Gastón Gómez,1,0,0,0,0,0,0,0,0,0,0,0,0,189,R,B,3,3,30,75,78,59,70,72,78,72,48,52,53,55,57,64,43,80,43,44,43,54,83,51,59,68,76,69,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,88,Argentina,0,0,Racing Club,25
Jan Oblak,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,30,98,83,68,72,70,94,71,52,51,60,61,63,71,44,81,44,44,48,55,82,50,65,82,98,78,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,1,1,1,1,27,87,Slovenia,1,0,Atlético Madrid,13
J. Sánchez Miño,0,0,0,1,0,1,1,1,0,0,0,0,4,177,L,L,5,5,69,50,76,81,73,75,73,77,86,77,77,72,83,77,66,82,76,68,80,58,72,83,73,68,50,76,8,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,80,Argentina,0,0,Independiente,6
Fabián Ruiz,0,0,0,0,1,0,1,1,1,0,0,0,7,189,L,B,5,3,76,66,84,85,74,72,75,70,84,79,83,80,82,78,76,85,75,76,80,73,75,86,78,75,50,86,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,1,1,1,1,23,70,Spain,17,0,SSC Napoli,8
Olivier Giroud,0,0,0,0,0,0,0,0,0,0,0,1,12,193,L,B,3,3,83,41,90,76,73,73,78,67,80,67,80,67,79,76,79,85,86,68,67,93,90,84,83,70,50,83,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,1,1,1,1,33,91,France,9,0,Chelsea FC,18
Stefan de Vrij,0,0,1,0,0,0,0,0,0,0,0,0,3,189,R,R,5,5,65,91,87,82,74,71,84,66,78,71,80,81,83,87,68,78,68,63,66,83,80,79,66,84,50,86,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,C,1,1,1,1,27,78,Netherlands,14,0,FC Internazionale Milano,6
C. Clemens,0,0,0,0,0,0,0,1,1,1,0,0,8,181,R,B,3,3,74,50,74,84,84,84,74,80,80,82,74,74,76,78,68,80,73,74,74,70,72,81,83,67,50,71,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3,1,1,1,27,78,Germany,0,0,FC Köln,17
Eduardo Salvio,0,0,0,0,0,0,0,1,0,1,1,0,8,171,R,B,6,5,77,46,79,80,84,86,82,87,86,88,77,75,80,80,79,82,79,69,74,73,77,84,85,74,50,76,8,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,4,1,1,1,29,70,Argentina,0,0,Boca Juniors,11
S. Cabrera,0,0,0,1,0,1,1,0,0,0,0,0,4,171,L,L,5,4,71,65,76,83,76,78,78,80,76,77,72,65,72,73,55,77,53,66,67,66,79,68,69,65,40,77,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,64,Chile,0,0,Palestino,27
Filipe Luís,0,0,0,1,0,0,0,0,0,0,0,0,4,182,L,L,4,3,75,73,80,85,79,78,81,79,83,78,79,81,85,83,72,84,71,72,76,72,79,85,80,79,50,78,8,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,34,70,Brazil,0,0,CR Flamengo,16
Eden Hazard,0,0,0,0,0,0,0,1,1,1,1,0,9,173,R,B,7,6,90,45,85,83,84,88,81,90,96,90,86,81,83,79,84,81,78,79,81,66,75,93,84,72,50,90,8,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,B,4,1,1,1,28,70,Belgium,10,0,Real Madrid CF,7
Fabinho,0,0,0,0,1,0,1,0,0,0,0,0,5,188,R,B,5,4,68,80,80,89,82,76,86,70,74,78,81,81,83,82,72,81,70,68,73,73,83,78,76,81,50,82,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,B,1,1,1,1,25,78,Brazil,17,0,Liverpool FC,3
Enzo Guerrero,0,0,1,1,1,0,0,0,0,0,0,0,3,181,R,R,5,4,55,73,81,72,71,75,79,72,72,66,70,65,70,74,55,75,52,63,63,78,81,65,56,66,40,77,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,80,Chile,0,0,Palestino,17
Louis Schaub,0,0,0,0,0,0,0,1,1,0,0,0,9,177,L,B,5,5,74,40,75,78,82,83,73,82,80,81,80,74,78,74,70,80,72,68,71,69,70,83,79,69,50,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,70,Austria,23,0,,0
F. Kastenmeier,1,0,0,0,0,0,0,0,0,0,0,0,0,192,R,B,4,4,30,75,84,66,63,68,83,65,52,54,58,65,59,66,43,80,44,44,45,44,77,54,64,65,76,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,84,Germany,0,0,Fortuna Düsseldorf,33
Fabián Balbuena,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,3,3,65,80,83,79,80,75,82,68,68,72,72,77,71,78,60,82,61,62,60,84,83,69,62,82,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,1,1,1,1,26,82,Paraguay,4,0,West Ham United FC,4
Ronald Araújo,0,0,1,0,0,0,0,0,0,0,0,0,3,191,R,B,4,4,58,71,79,73,77,70,76,67,71,70,70,73,71,75,55,75,55,55,58,75,79,72,61,67,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,79,Uruguay,0,0,FC Barcelona,33
Ibrahima Konaté,0,0,1,0,0,0,0,0,0,0,0,0,3,192,R,B,4,4,62,82,90,79,81,76,85,67,70,73,73,77,74,77,56,77,56,59,65,77,78,74,68,68,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,93,France,0,0,RB Leipzig,6
Nuri Sahin,0,0,0,0,1,0,1,0,0,0,0,0,5,180,L,B,5,3,70,66,78,80,66,71,77,74,80,67,80,78,84,81,71,78,71,80,86,64,74,84,68,71,50,83,8,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,31,72,Turkey,0,0,SV Werder Bremen,17
Nicolás Vargas,0,0,1,0,1,0,0,0,0,0,0,0,3,175,R,R,3,3,55,72,80,70,70,69,76,73,75,71,74,69,69,69,62,83,65,63,68,79,77,67,66,63,40,78,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,1,1,1,1,26,70,Chile,0,0,Ñublense,8
B. Badiashile,0,0,1,0,0,0,0,0,0,0,0,0,3,192,L,B,4,4,60,78,83,73,77,74,77,66,67,71,68,74,66,69,56,74,65,55,58,73,76,71,66,70,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,17,77,France,0,0,AS Monaco FC,32
Steve Mandanda,1,0,0,0,0,0,0,0,0,0,0,0,0,185,R,R,4,4,30,84,85,69,73,75,91,72,52,56,58,62,70,70,44,84,44,44,48,55,80,60,73,77,81,79,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,3,34,82,France,16,0,Olympique de Marseille,30
Enes Ünal,0,0,0,0,0,0,0,0,0,0,0,1,12,187,R,B,5,5,73,38,84,77,78,75,75,73,77,78,69,67,67,72,74,83,76,68,73,76,78,80,80,66,50,67,8,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,22,78,Turkey,16,0,Real Valladolid CF,9
M. Locatelli,0,0,0,0,1,0,1,0,0,0,0,0,5,186,R,B,6,6,66,70,80,80,77,76,80,76,78,74,83,82,83,81,66,82,66,60,73,75,76,80,66,75,50,82,8,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,22,75,Italy,0,0,US Sassuolo Calcio,73
G. Lo Celso,0,0,0,0,1,0,1,0,1,0,0,0,7,177,L,B,4,3,81,61,78,82,77,78,78,82,89,82,87,81,84,75,80,82,76,77,83,65,65,88,75,65,50,79,8,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,A,1,1,1,1,23,69,Argentina,20,0,Tottenham Hotspur FC,18
Caglar Söyüncü,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,B,6,6,63,83,84,80,82,72,86,77,74,76,75,77,75,77,62,80,67,65,62,80,87,74,71,81,50,70,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,1,1,1,23,82,Turkey,4,0,Leicester City FC,4
C. Gonzáles,0,0,0,0,0,0,1,1,1,0,0,0,9,176,R,B,5,5,68,45,77,78,78,82,72,83,81,79,75,71,77,72,70,79,69,69,74,73,69,82,75,67,50,74,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,27,69,Peru,16,0,,0
Hamza Choudhury,0,0,0,0,1,0,1,0,0,0,0,0,5,178,R,B,5,5,63,72,80,79,74,74,76,72,71,73,75,70,66,66,60,73,60,60,60,70,72,72,62,80,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,B,1,1,1,1,21,64,England,0,0,Leicester City FC,20
Jon G. Fjóluson,0,0,1,1,0,0,0,0,0,0,0,0,3,193,L,L,4,4,59,77,83,80,77,76,76,71,70,72,71,73,68,71,55,78,55,55,58,77,75,71,65,73,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,85,Iceland,0,0,,0
Kevin Strootman,0,0,0,0,1,0,1,0,0,0,0,0,7,186,L,B,5,4,72,72,85,85,72,68,83,67,79,75,84,88,84,86,77,85,75,79,80,74,69,82,77,84,50,86,8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,29,80,Netherlands,16,0,Olympique de Marseille,12
Mattia Viviani,0,0,0,0,1,0,1,0,0,0,0,0,5,183,R,B,5,5,55,67,71,71,77,75,70,72,70,74,72,72,71,73,55,73,55,70,73,70,72,71,56,66,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,18,72,Italy,0,0,Brescia Calcio,24
Leandro Paredes,0,0,0,0,1,0,1,0,0,0,0,0,5,180,R,B,6,5,74,62,78,80,73,78,75,74,85,65,86,87,87,86,72,89,76,82,84,66,72,86,70,71,50,72,8,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,B,1,1,1,1,25,75,Argentina,5,0,Paris Saint-Germain FC,8
Yacine Brahimi,0,0,0,0,0,0,0,1,1,1,0,0,10,175,R,L,5,6,82,49,77,81,78,87,78,92,92,85,78,75,78,75,75,78,72,79,84,62,72,84,84,72,50,68,8,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,65,Algeria,0,0,,0
K. Toko Ekambi,0,0,0,0,0,0,0,1,0,1,0,1,12,185,R,L,5,4,83,38,81,82,84,84,76,74,80,79,70,69,74,69,82,80,79,63,72,74,74,80,84,71,50,69,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,74,Cameroon,7,0,Olympique Lyonnais,21
Bruma,0,0,0,0,0,0,0,1,0,1,1,0,8,173,R,B,5,6,74,40,70,75,85,93,70,91,82,84,75,65,76,65,67,75,72,72,75,63,73,80,86,66,50,67,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,23,70,Portugal,11,0,PSV Eindhoven,7
Frederik Rönnow,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,B,4,4,30,84,80,64,66,66,87,73,52,52,55,60,50,64,44,80,44,44,48,55,73,52,65,70,80,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,85,Denmark,22,0,Eintracht Frankfurt,32
Jailson,1,0,0,0,0,0,0,0,0,0,0,0,0,186,R,B,3,3,30,85,81,69,71,76,86,81,57,50,59,55,61,58,44,81,44,44,48,44,84,61,60,88,82,72,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,38,80,Brazil,0,0,SE Palmeiras,42
Peter Ankersen,0,0,0,1,0,1,0,1,0,0,0,0,4,180,R,B,4,4,66,64,77,80,82,76,77,76,78,78,70,73,72,74,64,78,62,66,70,72,75,76,75,74,50,72,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,73,Denmark,2,0,Genoa CFC,32
Unai García,0,0,1,0,0,0,0,0,0,0,0,0,3,186,R,B,4,4,57,77,83,82,76,73,78,68,69,72,72,74,69,73,59,77,59,58,64,75,86,70,63,73,50,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,27,81,Spain,0,0,CA Osasuna,4
O. Boscagli,0,0,1,1,0,1,0,0,0,0,0,0,4,181,L,L,4,4,64,69,73,78,79,77,72,75,72,75,76,72,77,75,52,67,62,53,65,71,73,74,74,65,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,68,France,0,0,PSV Eindhoven,28
Andrea Petagna,0,0,0,0,0,0,0,0,0,0,0,1,12,188,L,B,5,5,81,53,90,81,78,74,82,71,77,76,81,78,82,78,75,81,74,60,68,84,82,82,76,77,50,84,8,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,A,1,1,1,1,24,85,Italy,0,0,SPAL 2013,37
G. Rodríguez,1,0,0,0,0,0,0,0,0,0,0,0,0,185,R,B,4,4,30,76,80,64,70,66,79,67,52,60,58,65,59,67,44,77,52,52,53,53,76,53,52,72,76,72,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,80,Uruguay,0,0,Deportes Valdivia,12
Amir Rrahmani,0,0,1,1,0,0,0,0,0,0,0,0,3,190,R,R,6,5,55,79,86,81,80,77,82,66,69,71,71,67,70,69,55,78,55,52,55,82,82,69,68,74,50,77,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,1,1,1,1,26,82,Liberia,0,0,Hellas Verona FC,13
Leonardo Ponzio,0,0,0,0,1,0,1,0,0,0,0,0,5,175,R,B,5,5,62,73,82,81,72,72,82,75,77,68,77,77,79,81,70,83,72,66,80,62,70,78,59,84,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,B,1,1,1,1,37,75,Argentina,0,0,River Plate,23
Y. Carrasco,0,0,0,0,0,0,0,1,1,1,1,0,8,180,R,L,6,6,79,55,79,85,87,87,76,89,91,93,77,77,78,82,80,82,78,78,79,67,70,87,88,68,50,73,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,2,1,1,1,24,67,Belgium,11,0,Atlético Madrid,21
Jack Cork,0,0,0,0,1,0,1,0,0,0,0,0,5,183,R,B,4,6,70,70,81,84,77,76,75,74,77,76,78,78,76,75,62,80,65,63,65,78,81,78,72,72,50,82,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,69,England,0,0,Burnley FC,4
Jean-P. Gbamin,0,0,1,0,1,0,1,0,0,0,0,0,5,186,R,B,4,4,67,73,84,84,81,77,80,72,79,78,79,78,77,80,63,81,64,63,68,72,79,81,74,77,50,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,83,Cote d'Ivoire,2,0,Everton FC,25
Nolito,0,0,0,0,0,0,0,1,1,1,1,0,10,175,R,L,5,3,79,46,80,75,75,79,77,80,85,77,78,72,79,72,79,78,81,76,80,64,68,85,84,70,50,76,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,1,1,1,33,65,Spain,0,0,Sevilla FC,8
Naby Keïta,0,0,0,0,1,0,1,0,1,0,0,0,7,172,R,B,4,4,75,63,77,93,83,84,83,88,78,84,78,83,73,80,68,77,72,65,72,62,77,77,85,82,50,72,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,64,Guinea,0,0,Liverpool FC,8
Raheem Sterling,0,0,0,0,0,0,0,1,1,1,1,0,11,170,R,B,5,4,90,50,84,85,92,95,90,93,88,90,82,78,80,72,81,80,75,62,73,62,78,87,90,72,50,76,8,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,65,England,7,0,Manchester City FC,7
J. Ward-Prowse,0,0,0,0,0,0,1,1,0,0,0,0,7,173,R,R,5,5,72,65,77,83,79,82,78,79,78,74,82,78,87,87,66,82,68,87,88,66,72,80,80,74,50,77,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,66,England,0,0,Southampton FC,16
Divock Origi,0,0,0,0,0,0,0,1,0,1,1,1,12,185,R,B,6,5,77,40,82,80,89,86,77,82,84,84,73,72,73,68,78,82,76,64,72,70,80,83,87,67,50,76,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,23,80,Belgium,17,0,Liverpool FC,27
C. Ronaldo,0,0,0,0,0,0,0,0,0,1,1,1,11,186,R,L,8,6,98,30,77,81,85,83,95,80,89,77,84,83,83,88,88,93,88,75,82,95,96,93,97,90,50,68,1,7,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,A,1,1,1,1,35,80,Portugal,7,0,Juventus FC,7
Kevin de Bruyne,0,0,0,0,0,0,1,1,1,0,1,0,7,180,R,B,7,6,90,56,82,87,77,76,81,76,85,78,95,97,95,95,85,88,81,81,92,66,66,86,82,77,50,87,8,6,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,C,4,1,1,1,28,68,Belgium,7,0,Manchester City FC,17
Toni Kroos,0,0,0,0,0,0,1,0,0,0,0,0,7,182,R,B,8,6,75,58,77,84,77,78,78,74,81,71,93,84,95,90,84,79,82,81,84,68,73,87,69,75,50,87,8,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,3,4,1,1,29,78,Germany,0,0,Real Madrid CF,8
Benjamin Mendy,0,0,0,1,0,1,0,0,0,0,0,0,4,185,L,L,4,3,75,66,86,90,87,82,76,67,72,80,73,79,84,84,65,77,60,60,77,72,75,70,84,78,50,77,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,C,1,1,1,1,24,75,France,22,0,Manchester City FC,22
Anthony Martial,0,0,0,0,0,0,0,0,0,1,0,1,10,181,R,L,5,5,83,40,83,81,88,85,77,82,90,93,75,73,76,76,85,84,79,73,78,68,79,91,90,68,50,66,8,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,23,76,France,0,0,Manchester United FC,9
