Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technical,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Height_PSD,Foot_PSD,Side_PSD,WFA_PSD,WFF_PSD,Attack_PSD,Defense_PSD,Balance_PSD,Stamina_PSD,Speed_PSD,Acceleration_PSD,Response_PSD,Agility_PSD,Dribble_Accuracy_PSD,Dribble_Speed_PSD,Short_Pass_Accuracy_PSD,Short_Pass_Speed_PSD,Long_Pass_Accuracy_PSD,Long_Pass_Speed_PSD,Shot_Accuracy_PSD,Shot_Power_PSD,Shot_Technique_PSD,Free_Kick_Accuracy_PSD,Swerve_PSD,Heading_PSD,Jump_PSD,Technique_PSD,Agression_PSD,Mentality_PSD,GK_Skills_PSD,Teamwork_PSD,Consistency_PSD,Condition_PSD,Dribbling_SA,Tactical_Dribble_SA,Positioning_SA,Reaction_SA,Playmarking_SA,Passing_PA,Scoring_PA,1_1_Scoring_PA,Post_Player_PA,Lines_PA,Middle_Shooting_PA,Side_PA,Centre_PA,Penalties_PA,1_Touch_Pass_SA,Outside_PA,Marking_PA,Sliding_PA,Covering_PA,D_Line_Control_SA,Penalty_Stopper_PA,1_On_1_Stopper_PA,Long_Throw_PA,Injury_Tolerancy_PSD,Age,Weight
17,17,14,8,14,14,11,10,8,12,14,16,12,15,15,14,15,14,14,14,14,14,14,14,13,13,13,15,16,14,15,13,14,15,14,10,181,L,L,3,3,75,62,74,90,84,84,77,76,79,80,80,76,89,84,66,80,67,79,86,67,76,79,84,73,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,71
6,7,10,7,11,6,10,8,9,14,12,9,18,11,17,15,18,10,14,12,18,6,12,7,13,13,9,16,14,16,17,7,15,11,16,13,168,R,B,4,4,59,72,79,90,80,84,86,83,72,74,73,77,72,77,63,71,64,61,66,66,68,76,61,82,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,22,68
10,13,14,9,13,12,11,10,14,13,13,12,15,13,12,14,13,12,11,12,13,14,12,15,12,13,13,14,14,13,15,12,13,15,14,14,182,R,B,5,4,73,66,84,89,85,80,77,74,76,81,75,76,76,78,67,83,71,70,75,68,74,75,84,73,50,75,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,27,71
10,11,15,11,15,11,6,12,4,8,13,11,8,15,7,11,11,10,12,12,12,15,6,15,11,12,15,15,18,15,12,6,10,17,14,9,177,L,L,3,1,77,57,69,89,92,94,75,90,80,95,69,84,76,75,73,83,72,72,78,64,66,84,84,65,50,81,8,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,25,62
8,14,14,9,13,7,5,11,4,10,11,7,11,13,9,13,11,12,14,13,14,13,11,15,14,15,11,16,16,16,13,6,16,16,17,8,172,R,R,5,4,75,60,72,88,88,89,77,87,84,88,78,77,87,84,64,81,68,69,82,64,69,85,90,77,50,75,8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,34,64
7,10,13,11,10,6,14,9,3,6,11,13,9,11,13,14,17,10,10,12,15,10,9,14,10,17,12,20,16,15,14,13,16,16,15,10,180,R,B,5,5,74,60,83,88,88,83,82,76,73,74,74,74,72,74,68,76,68,63,64,77,90,76,74,90,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,B,31,81
13,15,13,8,14,16,13,14,15,10,13,6,14,15,13,13,15,16,12,14,16,10,8,14,12,14,12,17,15,15,14,8,15,14,16,13,178,L,L,4,3,73,67,77,88,85,83,77,81,77,83,77,77,85,81,64,77,65,79,81,74,79,79,84,78,50,77,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,A,25,74
11,13,12,11,14,10,8,12,7,7,15,10,15,15,13,14,14,15,15,14,15,12,12,16,13,15,15,15,12,15,14,6,15,12,15,12,178,R,B,6,6,71,73,76,88,76,73,79,73,81,73,82,80,84,82,67,81,68,62,66,66,72,76,76,78,50,84,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,28,70
7,12,14,14,13,9,13,9,4,5,10,9,7,14,10,12,15,14,13,12,15,11,7,14,5,11,12,16,16,12,11,12,13,19,13,11,186,R,B,4,4,80,48,84,83,95,92,80,78,80,82,72,76,72,80,77,85,76,60,68,71,86,80,81,70,50,68,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,77
15,14,16,13,13,11,8,15,13,4,11,12,6,15,13,11,10,12,10,9,15,17,5,13,6,8,12,13,18,16,10,12,14,18,14,9,178,L,B,6,4,80,35,81,81,94,87,78,90,80,81,77,74,79,79,77,88,72,77,75,71,70,82,87,66,50,69,8,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,B,22,77
10,12,15,14,12,10,8,15,6,6,12,14,6,13,8,12,14,13,10,11,14,13,6,14,4,10,11,12,16,14,15,10,15,15,14,12,185,R,B,4,2,77,34,73,79,94,92,72,79,78,84,72,68,69,75,76,82,76,59,76,61,68,78,84,68,50,64,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,21,76
5,9,11,6,13,8,15,9,10,17,14,10,17,14,11,15,13,13,15,12,12,11,9,8,17,14,11,15,15,13,11,17,16,16,15,15,191,R,B,4,3,63,86,87,80,93,81,84,67,75,72,77,81,82,81,63,77,62,60,71,84,92,75,65,74,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,26,78
8,13,11,5,10,7,8,10,14,11,10,8,13,12,15,9,14,11,12,9,15,8,11,13,10,12,8,15,15,12,15,11,14,19,14,13,178,R,B,4,4,70,60,78,88,93,82,77,84,75,86,72,72,75,79,70,77,70,64,75,68,78,76,86,70,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,80
11,12,14,10,13,14,9,11,13,13,12,9,13,14,10,13,13,10,11,9,14,12,8,14,12,11,11,14,16,12,13,11,16,16,15,14,184,L,L,4,3,77,53,82,87,93,86,73,78,80,87,76,83,77,84,72,85,69,67,72,70,76,75,90,70,50,68,8,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,22,81
12,12,16,13,15,11,5,13,5,6,14,13,13,16,13,14,13,11,13,13,15,18,7,16,7,10,14,15,17,16,12,5,15,17,13,6,170,R,R,4,4,78,48,68,80,92,90,80,88,84,94,77,74,73,72,68,78,70,70,77,65,62,82,84,70,50,72,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,25,66
7,9,13,14,12,8,13,10,6,5,11,14,7,11,16,13,11,13,12,9,12,11,6,16,9,10,9,16,18,14,17,11,15,18,16,11,180,R,B,6,6,87,48,77,84,91,92,84,82,78,84,75,75,71,68,83,83,83,66,71,80,80,79,95,72,50,76,8,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,76
13,13,14,10,11,13,12,10,12,9,14,6,11,12,14,12,12,9,10,9,11,13,7,14,11,11,12,12,15,14,13,10,17,16,13,11,185,L,L,3,3,73,61,78,83,91,88,74,82,82,84,73,74,82,84,63,81,65,68,77,66,78,80,80,72,50,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,73
7,12,17,12,12,8,8,10,3,4,12,12,4,16,12,14,12,12,11,13,18,16,10,13,7,12,12,13,17,16,12,8,15,16,11,11,177,R,B,4,3,72,40,78,80,91,95,68,93,82,90,71,80,76,78,64,82,68,55,58,58,64,81,87,64,50,67,8,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,18,67
9,11,15,11,12,9,6,12,5,6,10,10,8,13,15,10,12,11,10,9,13,15,10,11,7,12,12,15,17,14,11,10,15,17,13,8,181,L,B,4,4,73,55,76,84,96,93,72,84,65,88,71,77,71,72,71,80,69,69,68,66,76,72,85,69,50,70,8,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,19,72
10,13,15,10,15,12,7,8,10,5,11,8,5,15,7,10,6,12,13,13,10,15,5,15,9,9,14,11,16,15,11,7,12,15,12,9,182,R,B,6,6,74,44,80,77,91,91,68,88,85,82,68,83,77,82,68,83,66,71,73,54,71,80,79,60,50,62,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,18,76
12,14,14,12,12,13,9,12,7,11,10,7,12,12,10,8,9,12,10,8,6,12,6,14,8,10,12,12,16,15,11,8,13,18,15,11,175,L,L,4,3,72,63,81,88,90,90,72,79,80,82,77,77,76,81,68,83,67,68,77,70,86,77,87,68,50,68,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,B,28,67
5,9,14,13,13,4,13,8,3,6,11,10,6,14,11,12,14,12,12,13,14,14,4,14,8,15,12,16,16,15,15,14,15,15,14,14,188,R,L,7,6,76,48,85,77,90,77,79,77,82,84,75,75,76,75,72,82,81,67,70,77,79,85,80,64,50,74,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,28,73
14,15,18,12,17,14,8,14,3,5,15,11,5,17,7,14,10,10,11,9,12,18,8,15,7,11,14,10,17,16,12,7,12,15,11,9,179,R,B,6,4,75,30,77,77,90,92,78,90,89,90,77,75,80,81,79,83,76,75,85,70,76,85,87,68,50,64,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,25,71
8,9,12,15,10,8,9,10,6,4,12,13,4,14,5,12,10,13,14,9,13,16,5,14,8,13,7,14,18,15,10,13,16,18,14,15,184,R,B,4,4,82,41,84,82,90,88,82,80,79,83,71,69,72,73,78,83,75,63,66,75,78,78,85,74,50,74,8,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,B,27,82
12,11,14,13,14,11,6,12,6,7,13,14,8,15,8,13,10,11,11,11,18,16,10,14,7,10,10,13,16,15,13,8,16,16,15,9,174,R,B,6,6,78,46,76,84,90,90,76,87,82,82,78,80,77,79,77,82,76,76,82,66,77,86,81,71,50,73,8,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,27,72
10,12,16,12,12,11,7,15,6,6,11,9,6,12,10,10,12,12,12,11,14,17,10,14,10,11,9,13,16,12,10,5,15,17,12,12,171,R,B,5,4,73,43,70,78,90,92,68,90,84,85,68,72,70,76,72,85,73,62,78,68,74,78,84,66,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,73
13,16,13,14,13,11,2,12,2,7,14,6,7,12,7,12,14,12,11,13,13,13,10,14,10,14,11,14,17,14,14,3,12,16,14,13,163,R,B,5,4,77,44,71,84,90,90,72,91,84,80,79,74,84,79,71,79,70,68,76,63,70,80,80,73,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,25,70
7,12,15,13,13,8,8,11,6,6,12,13,8,14,11,12,10,13,13,12,16,15,17,14,9,11,11,13,15,15,9,9,16,16,15,9,180,R,B,6,5,77,48,78,81,88,85,74,72,82,85,71,72,74,77,75,81,74,71,76,64,67,81,82,75,50,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,32,70
13,15,15,14,14,12,7,14,2,11,14,11,9,14,12,15,13,11,12,12,14,12,11,14,10,12,15,13,14,12,12,7,14,14,14,9,179,L,B,4,4,78,50,78,84,90,87,76,86,84,86,76,74,85,84,71,82,73,77,83,63,74,82,80,74,50,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,27,76
8,11,14,11,12,6,15,9,15,9,11,10,8,13,13,11,13,11,9,10,13,14,9,12,9,14,10,13,15,14,16,12,13,16,12,16,180,R,B,6,6,76,56,85,82,90,90,75,84,81,81,73,72,78,77,76,82,75,63,65,85,83,77,83,74,50,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,28,82
8,12,14,11,15,8,7,12,11,11,12,8,14,15,13,14,14,12,12,11,15,14,6,16,13,14,12,15,17,16,14,8,15,16,15,13,177,R,B,6,5,73,66,76,87,90,85,76,85,81,84,76,74,75,80,68,83,70,68,72,66,75,79,82,72,50,75,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,69
10,12,15,13,12,12,8,15,12,7,13,13,7,13,12,13,14,10,10,8,14,15,7,14,9,9,12,12,17,15,13,10,15,17,16,12,179,R,B,5,4,83,47,76,80,90,92,80,82,83,87,77,77,74,82,78,87,80,76,70,74,68,82,87,72,50,70,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,21,72
7,12,17,13,15,7,6,10,2,5,13,12,5,17,11,13,11,14,12,12,15,18,6,14,7,10,13,13,17,17,14,7,14,16,13,9,173,R,R,5,4,75,45,68,85,90,92,80,94,85,89,76,70,78,75,70,75,74,68,80,64,72,83,85,72,50,73,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,24,67
9,12,13,13,12,7,7,11,9,4,9,5,4,13,11,12,13,10,9,8,10,14,9,14,4,10,11,12,16,15,11,9,13,17,14,11,173,R,L,5,5,73,51,75,78,90,87,73,86,81,85,72,68,70,71,72,78,73,60,68,67,84,79,80,67,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,63
8,10,16,13,14,7,14,14,6,4,14,9,5,13,15,13,13,13,12,11,15,16,5,15,5,13,13,13,16,14,13,13,14,17,14,12,184,R,B,5,4,81,40,80,81,92,86,84,85,77,84,74,76,69,75,76,81,77,70,78,77,90,77,88,79,50,71,8,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,29,77
8,10,14,13,12,8,9,11,7,8,12,9,11,13,16,13,10,11,12,12,11,14,7,15,9,13,13,16,16,16,9,8,12,15,12,6,179,R,B,6,6,77,50,76,82,89,88,80,86,83,87,79,76,80,77,76,82,76,72,77,69,73,83,86,72,50,78,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,27,68
8,13,17,14,15,10,4,7,7,4,12,9,3,15,15,11,14,10,9,13,12,17,10,12,6,10,13,15,17,16,14,11,13,17,15,12,180,R,B,6,6,84,47,83,83,89,91,71,90,88,79,77,79,80,81,80,80,74,69,71,68,72,80,82,70,50,71,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,66
11,11,11,10,12,13,7,13,7,5,10,11,3,15,5,10,10,12,10,9,13,16,7,14,5,12,11,12,17,15,12,5,12,16,12,10,172,L,L,3,2,68,39,66,77,89,94,68,92,83,85,73,65,72,73,65,78,69,66,78,58,76,79,79,69,50,65,8,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,27,68
12,11,17,10,14,11,5,12,4,2,11,12,3,15,7,10,9,13,12,8,11,17,10,15,6,11,10,12,17,16,12,6,14,16,14,11,173,R,B,6,5,74,44,80,78,89,92,71,93,84,89,70,73,69,67,69,83,70,72,73,63,79,80,85,67,50,67,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,67
12,11,17,11,12,12,12,9,12,8,11,9,7,16,11,11,11,13,10,11,16,16,7,10,7,10,10,12,15,13,13,7,12,16,14,8,172,L,R,4,3,75,43,79,80,89,90,73,86,84,88,74,77,74,77,71,82,73,63,74,64,74,83,81,67,40,67,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,20,70
5,10,8,9,10,6,12,6,15,12,11,7,13,11,12,14,16,10,12,11,14,7,11,14,11,13,9,14,13,9,15,15,16,18,17,14,189,R,R,5,5,73,71,83,89,89,86,81,74,75,84,74,78,77,75,65,79,67,64,69,68,78,77,80,75,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,23,83
7,13,14,9,14,7,7,4,5,7,14,9,10,14,5,14,9,12,12,12,11,10,4,15,11,16,10,15,13,14,12,7,12,13,13,9,165,R,R,4,4,73,46,76,78,89,92,72,96,83,97,75,74,76,79,68,78,72,65,74,62,70,84,91,72,50,72,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,32,63
12,11,14,14,13,11,5,7,3,6,12,10,7,14,9,11,10,12,12,10,13,13,7,11,9,12,10,16,17,15,12,7,13,16,14,9,175,R,R,5,4,77,42,78,77,92,92,78,90,77,87,71,78,73,73,80,78,78,74,77,60,76,76,87,69,50,69,8,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,30,68
8,13,13,5,14,9,8,12,9,13,13,9,15,14,14,12,15,12,10,11,14,12,7,14,11,15,12,16,16,15,15,8,15,16,17,13,171,L,L,4,4,71,56,78,85,88,86,72,83,79,83,76,78,81,82,70,84,75,70,73,68,76,80,87,69,50,65,8,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,B,26,67
14,13,17,12,15,12,6,14,7,5,13,12,6,15,8,11,8,12,12,11,11,17,8,13,7,10,12,8,17,16,10,8,13,15,12,8,176,R,L,5,4,75,43,74,80,88,90,73,88,89,86,79,71,78,74,73,82,70,78,82,67,70,85,87,68,50,68,8,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,29,69
3,12,17,12,15,12,9,16,5,8,13,12,8,17,12,13,12,11,12,14,16,16,14,15,4,13,15,13,16,16,15,5,14,16,13,11,172,R,B,5,5,79,40,78,84,88,90,80,89,85,92,77,77,75,76,78,84,78,71,77,60,80,84,90,72,50,80,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,31,64
11,13,14,12,14,8,6,10,5,5,13,11,6,14,10,13,11,12,12,13,14,14,9,16,7,11,12,12,16,14,13,8,14,15,13,8,178,R,B,6,7,75,53,73,82,88,91,74,81,82,86,75,78,77,78,72,81,70,79,83,63,74,81,82,70,50,72,8,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,27,65
9,15,16,16,14,12,7,13,5,5,14,12,5,15,9,14,12,14,12,16,14,17,7,15,6,11,14,13,16,16,9,8,14,15,14,7,177,R,B,5,5,80,44,74,83,88,92,84,87,81,84,73,73,76,70,80,80,75,66,74,75,77,78,87,73,50,72,8,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,70
11,14,17,13,16,14,5,12,2,7,15,12,12,17,13,13,10,12,8,12,14,18,8,14,6,11,15,12,16,16,11,8,16,16,11,8,178,R,B,7,7,83,50,74,81,88,90,73,92,86,92,81,79,78,77,78,83,79,66,80,71,76,84,87,65,50,72,8,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,B,26,69
6,12,15,12,13,10,10,11,7,5,12,10,10,14,18,12,17,10,12,9,14,14,5,14,10,11,12,18,15,12,18,11,13,17,14,14,185,R,B,5,4,80,45,85,82,88,82,80,74,81,83,74,77,75,76,76,84,78,67,76,70,72,79,88,75,50,71,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,77
9,12,16,10,12,7,11,12,5,5,11,10,6,14,12,10,13,9,11,10,16,17,9,14,7,7,11,11,15,15,8,14,13,15,11,14,185,R,B,7,7,70,40,86,80,88,90,66,90,85,84,75,74,80,81,69,86,69,64,70,66,73,79,86,66,50,65,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,84
9,11,14,11,12,8,10,10,12,11,12,9,11,10,10,13,12,12,9,8,15,12,7,11,11,12,12,13,16,12,12,6,15,17,14,13,178,L,L,5,5,73,55,81,82,88,84,73,81,79,77,73,72,74,75,73,79,70,60,66,66,71,76,81,68,50,71,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,72
9,12,15,10,12,5,6,9,3,8,11,8,8,14,9,12,5,12,9,9,12,14,4,13,9,12,13,12,17,15,12,8,13,16,12,12,176,R,B,7,7,74,43,76,73,88,89,70,84,83,84,74,72,74,72,71,81,74,63,67,65,74,79,81,73,50,72,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,80
12,12,15,10,13,12,6,10,6,7,11,9,5,13,9,9,7,11,10,8,11,15,7,12,8,8,11,12,15,14,12,9,15,16,13,9,179,R,B,4,2,75,45,73,77,88,89,72,88,84,84,70,70,74,73,70,82,70,65,66,65,68,80,83,72,50,65,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,22,66
13,11,12,13,12,11,10,9,3,5,12,10,5,12,8,11,12,10,9,9,14,12,5,14,9,12,11,13,16,12,13,10,15,16,14,12,179,L,B,5,5,77,51,80,82,88,86,77,83,78,83,73,72,73,70,77,81,75,69,75,67,72,77,83,70,50,71,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,69
8,7,9,6,12,7,11,8,8,10,11,8,12,11,13,12,12,10,11,11,16,7,6,11,12,12,10,11,15,12,12,15,14,15,14,15,190,R,R,5,6,64,73,85,79,88,83,76,75,78,80,78,77,77,75,65,78,71,64,68,74,78,78,75,75,50,73,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,21,82
12,13,13,7,12,9,9,11,13,8,12,9,11,13,10,12,14,11,10,11,10,13,8,13,8,13,12,15,16,15,11,11,14,17,15,11,181,L,L,3,2,70,66,75,86,88,90,81,83,78,83,70,68,71,72,64,76,66,60,68,68,70,77,85,74,50,68,8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,B,26,70
11,12,13,12,14,9,7,13,3,3,11,11,5,13,15,11,11,13,10,7,11,15,8,13,4,10,12,12,16,14,11,11,10,15,12,11,181,R,L,6,6,68,45,83,80,93,95,68,87,77,88,73,76,74,78,69,89,75,67,74,65,77,83,87,73,50,66,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,23,75
8,15,16,9,12,8,5,9,8,3,11,12,4,14,7,12,4,13,8,10,10,16,3,10,4,9,11,7,17,16,14,6,6,15,5,6,169,R,L,7,7,69,45,70,68,86,90,68,88,80,84,74,69,76,73,70,77,70,64,76,52,75,81,81,62,50,65,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,30,68
11,11,16,12,14,10,7,15,6,7,12,11,8,15,12,10,7,10,9,9,13,18,4,13,8,8,12,13,17,16,10,7,14,17,12,8,173,R,B,5,6,74,40,70,75,85,93,70,91,82,84,75,65,76,65,67,75,72,72,75,63,73,80,86,66,50,67,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,23,70
4,10,14,15,14,5,14,12,3,3,12,14,6,14,12,11,10,12,12,11,16,14,5,15,5,13,10,15,16,16,12,12,13,15,14,13,172,R,B,5,6,80,32,84,79,87,91,91,83,80,84,74,76,69,75,82,83,78,70,77,83,98,77,96,74,50,72,8,6,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,B,26,70
16,16,15,13,15,16,6,14,7,5,14,14,6,14,7,12,12,14,12,13,15,14,10,16,7,15,13,14,15,16,12,6,16,14,13,9,171,L,R,4,3,77,46,70,81,82,91,73,93,84,87,79,73,82,79,75,82,76,78,84,63,65,86,82,71,50,74,8,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,25,65
4,12,17,14,14,7,9,13,7,7,13,11,7,16,5,13,12,14,13,14,16,18,8,15,7,13,13,13,16,16,13,8,13,16,14,11,174,R,B,4,3,80,42,79,83,86,91,79,86,83,93,75,80,72,75,77,85,79,67,73,72,71,81,85,81,50,68,8,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,23,72
8,13,15,13,13,10,3,13,3,7,13,6,8,14,10,13,13,12,13,13,15,14,4,13,11,11,12,14,17,15,15,6,14,17,14,9,173,R,B,6,6,76,49,78,82,85,90,76,88,85,82,75,72,78,78,71,81,75,66,71,68,68,79,83,71,50,74,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,75
11,16,17,11,16,10,9,11,6,3,13,10,6,17,10,12,8,10,11,14,14,18,10,16,6,9,14,11,17,16,8,4,15,15,13,7,164,R,B,6,4,78,53,70,83,85,90,76,93,86,86,79,72,83,76,76,76,78,75,78,73,74,83,86,72,50,75,8,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,26,60
8,11,11,6,11,6,10,4,8,10,10,4,12,10,11,10,12,10,11,10,12,10,6,11,9,14,10,15,18,15,11,12,14,19,14,11,173,R,R,4,4,68,56,78,88,92,90,73,90,77,85,69,70,73,76,68,82,71,67,73,72,84,77,86,71,50,69,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,25,68
12,13,18,13,14,12,8,13,5,7,13,12,8,14,13,12,13,14,12,14,16,14,12,17,9,13,12,14,18,14,12,9,16,15,13,11,175,R,B,6,6,78,52,75,89,85,90,76,86,81,87,77,81,78,85,76,87,73,72,79,72,79,83,90,82,50,78,8,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,22,70
10,11,15,9,11,8,5,7,9,4,13,10,5,15,8,12,14,11,12,9,15,15,7,13,4,10,11,14,16,15,14,5,15,14,15,6,168,L,B,3,3,69,38,69,76,85,90,68,92,85,87,72,68,70,70,66,73,67,63,69,58,65,82,77,66,50,65,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,19,58
10,12,15,7,13,8,8,8,7,8,12,7,5,13,8,8,14,11,12,12,14,12,11,11,5,12,8,12,16,14,8,10,13,16,11,12,177,R,B,4,3,66,33,64,76,82,90,69,88,76,84,68,71,70,67,67,68,61,62,66,61,73,75,73,63,50,63,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,21,65
